Question,Predicted Answer,Correct Answer
"Which of the following statements expresses a relationship between aging and sexual functioning
A. Aging is related to an increase in vaginal lubrication
B. Aging is associated with an increase in the frequency and number of orgasmic contractions in both sexes
C. There is no significant relationship between aging and sexual responses in either sex
D. Aging is related to some loss of erectile rigidity in the male
Answer:",C,D
"According to Piaget, children are ___________.
A. “Blank slates”
B. Less intelligent than adults
C. “Little scientists”
D. Shaped by culture
Answer:",C,C
"If a test has a standard error of measurement of 15 points, itis correct to conclude that
A. about 68% of the observed scores for the test population lie within 15 points of the mean score
B. about 68% of the individuals with a given cure score will have observed scores within 15 points of the true score
C. about 15% of the scores are in error (i.e., they are not measuring the trait reliably)
D. differences of up to 30 points represent the same true score
Answer:",C,B
"Any substance that can have a negative impact on fetal development is ___________.
A. An Apgar
B. A teratogen
C. Only a problem in the first 6 weeks
D. A controlled substance
Answer:",B,B
"If you were hired by a large company to develop a new training program, your first step would probably be to conduct a:
A. needs analysis.
B. job evaluation.
C. summative evaluation.
D. formative evaluation.
Answer:",A,A
"Practitioners of Gestalt psychotherapy consider a client’s desire to talk about his/her past as:
A. a useful strategy for helping the client understand the present.
B. a way for the client to avoid coming to terms with the present.
C. ""the """"second layer"""" of therapy.""
D. ""a way for achieving """"closure"""" near the end of therapy.""
Answer:",C,B
"In regard to memory, aging is most closely associated with a decline in
A. the efficiency of controlled memory processes
B. metamemory skills, or knowledge about memory
C. recognition memory
D. the amount of factual memory knowledge available
Answer:",C,A
"A 66-year-old client who is depressed, has rhythmic hand movements, and has a flattened affect is probably suffering from
A. Parkinson's disease
B. Vascular Dementia
C. a right frontal lobe tumor
D. Alzheimer's disease
Answer:",D,A
"One Friday afternoon, just before leaving on a weekend tip, a psychologist receives a call from a therapy client who claims to have taken an overdose of pills in a suicide attempt. The psychologist: tells the client to call a physician immediately and to come in at 9:00 A.M. on Monday for a session. The psychologist makes no other attempt to intervene, and the client dies later that evening without making any other calls for assistance. In this situation, the psychologist's behavior was clearly
A. unethical, because the client's needs were not addressed more directly
B. unethical, because the psychologist should have delayed the trip and given the client an appointment for that afternoon
C. unethical, because the psychologist should have called a physician directly
D. ethical, because it was not possible to determine whether or not the client was being manipulative
Answer:",C,A
"A family therapist using the structural approach of Salvador Minuchin would most likely:
A. clarify boundaries between family members in order to reduce enmeshment.
B. work initially with the most differentiated family member.
C. ""use a multiple-therapist team to prevent any one therapist from becoming """"triangulated"""" into the family system.""
D. ""issue specific """"directives"""" designed to counteract dysfunctional processes.""
Answer:",C,A
"A researcher interested in examining the potential impact of parent alcoholism on child and family development recruits 12-year-olds (n = 100), 13-year-olds (n = 100), and 14-year-olds (n = 100)—half of whom have an alcoholic parent and half of whom do not—into a multiple-year longitudinal study assessing various outcomes. This study is best characterized as:
A. A true experiment
B. A cross-sequential cohort design
C. A natural experiment
D. A cross-sectional cohort design
Answer:",C,B
"Focal damage to the portion of the left frontal lobe known as Broca's area is likely to impair
A. recall of words
B. verbal comprehension
C. verbal learning
D. production of speech
Answer:",D,D
"According to Gerald Patterson and his colleagues (1992), which of the following is a key contributor to aggressive behavior in children?
A. the child’s intelligence.
B. the child’s “basic personality.”
C. the strength of the parent-child attachment.
D. the parents’ childrearing behaviors
Answer:",C,D
"A person who received a Level 4 rating on the Rancho Los Amigos Scale of Cognitive Functioning:
A. is nonresponsive to visual or auditory stimuli and seems to be in a state of deep sleep.
B. is confused and incoherent, may exhibit bizarre behavior, and is unable to care for him/herself.
C. is alert and oriented and can remember and integrate remote and recent events but may have some impairment in judgment, planning, and abstract reasoning.
D. is functioning at an intellectual level that is superior for his/her age, education, and demographic background.
Answer:",C,B
